index,x,y
0,1.0,5.0
1,0.9126421253944171,4.7229153012049725
2,0.9126421253944171,4.7229153012049725
3,0.8885454114692557,4.298636622132029
4,0.8885454114692557,4.298636622132029
5,1.2782821289169668,4.605139404612817
6,1.2782821289169668,4.605139404612817
7,1.0595713045388417,4.040712993487122
8,1.0595713045388417,4.040712993487122
9,0.6943430574495969,4.526929844388213
10,0.6943430574495969,4.526929844388213
11,1.6788917652307447,4.503150675325104
12,1.6788917652307447,4.503150675325104
13,1.3678497674632253,4.3301019074492
14,1.3678497674632253,4.3301019074492
15,1.223923338136918,3.6284534056552618
16,1.223923338136918,3.6284534056552618
17,0.8836211263307056,4.417930502566195
18,0.8836211263307056,4.417930502566195
19,0.33164373995892105,4.213192536708521
20,0.33164373995892105,4.213192536708521
21,0.30284546132098267,4.362175969424326
22,0.30284546132098267,4.362175969424326
23,2.0786868839475034,4.279644643407801
24,2.0786868839475034,4.279644643407801
25,1.4004289361003757,4.6017461480478055
26,1.4004289361003757,4.6017461480478055
27,1.1650078456590005,4.599316335017545
28,1.1650078456590005,4.599316335017545
29,1.8670667592876882,4.342808348444023
30,1.8670667592876882,4.342808348444023
31,0.9466467774301083,3.7168117941497725
32,0.9466467774301083,3.7168117941497725
33,1.3939417785538994,3.917785327460656
34,1.3939417785538994,3.917785327460656
35,1.2237034722959241,4.3011546394646905
36,1.2237034722959241,4.3011546394646905
37,1.2143315773995365,4.66559518775229
38,1.2143315773995365,4.66559518775229
39,0.29137716934297464,4.489613029647762
40,0.29137716934297464,4.489613029647762
41,0.19895844612512437,3.7640860818736552
42,0.19895844612512437,3.7640860818736552
43,0.5749412452278647,4.17547868253952
44,0.5749412452278647,4.17547868253952
45,0.4462049870388495,4.092684115095441
46,0.4462049870388495,4.092684115095441
47,1.902680580231148,4.0484475784220715
48,1.902680580231148,4.0484475784220715
49,2.103396956108894,4.762122033453786
50,2.103396956108894,4.762122033453786
51,1.1164229398960548,4.69532205191732
52,1.1164229398960548,4.69532205191732
53,1.4220399580935184,4.177685967085857
54,1.4220399580935184,4.177685967085857
55,1.3223470878796821,5.029768355451638
56,1.3223470878796821,5.029768355451638
57,1.1302781533205122,4.887472216881222
58,1.1302781533205122,4.887472216881222
59,1.4629192287820325,4.369283175890744
60,1.4629192287820325,4.369283175890744
61,2.1165629560977632,4.722869627774217
62,2.1165629560977632,4.722869627774217
63,1.2541333924931182,3.893747527014952
64,1.2541333924931182,3.893747527014952
65,1.0727870401203972,3.9855653029872293
66,1.0727870401203972,3.9855653029872293
67,1.3264787920545242,3.674088406694458
68,1.3264787920545242,3.674088406694458
69,1.5258405940441198,3.6927774676078453
70,1.5258405940441198,3.6927774676078453
71,0.9871521719483951,3.9392260185492116
72,0.9871521719483951,3.9392260185492116
73,0.8051352124673705,4.180549574460242
74,0.8051352124673705,4.180549574460242
75,1.282378878753973,4.191522095784887
76,1.282378878753973,4.191522095784887
77,1.4980858337401706,4.2600468329670385
78,1.4980858337401706,4.2600468329670385
79,0.011746945007792942,4.52691509616628
80,0.011746945007792942,4.52691509616628
81,0.38948502706574195,4.962864255196026
82,0.38948502706574195,4.962864255196026
83,0.5768193821776398,3.6385651944320747
84,0.5768193821776398,3.6385651944320747
85,0.2933783432334748,3.4315348405783084
86,0.2933783432334748,3.4315348405783084
87,0.744425628793904,4.4224231913483685
88,0.744425628793904,4.4224231913483685
89,0.534852013208265,4.531979092652269
90,0.534852013208265,4.531979092652269
91,0.504500947891806,3.7340353325219473
92,0.504500947891806,3.7340353325219473
93,0.9134592441376268,4.0797777139022005
94,0.9134592441376268,4.0797777139022005
95,1.8579250188310426,3.75859459203238
96,1.8579250188310426,3.75859459203238
97,2.139268673668149,4.177519037279171
98,2.139268673668149,4.177519037279171
99,1.8065013198710653,4.516055888100369
100,1.8065013198710653,4.516055888100369
101,2.3195357486647317,5.1999351335135735
102,2.3195357486647317,5.1999351335135735
103,1.2796317355349758,4.955095958589187
104,1.2796317355349758,4.955095958589187
105,0.8869500231523376,4.425931059977971
106,0.8869500231523376,4.425931059977971
107,1.8266072538415286,4.33701236993404
108,1.8266072538415286,4.33701236993404
109,1.0686647959158377,3.953561023509539
110,1.0686647959158377,3.953561023509539
111,1.4680115803842542,4.678403741517659
112,1.4680115803842542,4.678403741517659
113,1.5412758436592577,4.649530624650654
114,1.5412758436592577,4.649530624650654
115,0.6664993707268936,4.737077860482656
116,0.6664993707268936,4.737077860482656
117,1.2616806427949505,5.1344145673019925
118,1.2616806427949505,5.1344145673019925
119,1.8054528846396671,4.09763115688903
120,1.8054528846396671,4.09763115688903
121,1.6704709088943608,3.942867600604531
122,1.6704709088943608,3.942867600604531
123,1.8637410546357236,4.754896200467713
124,1.8637410546357236,4.754896200467713
125,2.3572568068159616,5.133320538495342
126,2.3572568068159616,5.133320538495342
127,-1.4483017614692935,0.6748641804551869
128,-1.4483017614692935,0.6748641804551869
129,-2.720472482488062,1.2806498647872224
130,-2.720472482488062,1.2806498647872224
131,-1.6099791054934212,2.649753321813132
132,-1.6099791054934212,2.649753321813132
133,-1.8005119063942527,0.749781893036945
134,-1.8005119063942527,0.749781893036945
135,-1.663607714737406,1.6713534996830695
136,-1.663607714737406,1.6713534996830695
137,-2.4141246513524877,3.7404154116099027
138,-2.4141246513524877,3.7404154116099027
139,-0.24077315055689041,2.3529982122960464
140,-0.24077315055689041,2.3529982122960464
141,-1.0713232332025755,2.5805515062147912
142,-1.0713232332025755,2.5805515062147912
143,-2.9560270576452137,1.816581017548443
144,-2.9560270576452137,1.816581017548443
145,-2.5116249737052057,2.550721311985755
146,-2.5116249737052057,2.550721311985755
147,-0.5430946978896378,3.1503952212131097
148,-0.5430946978896378,3.1503952212131097
149,-2.6034811142986203,5.570315880859805
150,-2.6034811142986203,5.570315880859805
151,-3.4178487039825525,4.588355996768546
152,-3.4178487039825525,4.588355996768546
153,-1.9737069883010745,3.1116231117347555
154,-1.9737069883010745,3.1116231117347555
155,-0.8085092619619596,1.5583530675130937
156,-0.8085092619619596,1.5583530675130937
157,-2.2421272594208093,2.3047911057798083
158,-2.2421272594208093,2.3047911057798083
159,-2.0869248422070843,3.709806246530321
160,-2.0869248422070843,3.709806246530321
161,-3.8614380872914085,3.1487324912842767
162,-3.8614380872914085,3.1487324912842767
163,-0.659705357134393,4.5857537921444145
164,-0.659705357134393,4.5857537921444145
165,-1.7033909765340522,3.574792082549803
166,-1.7033909765340522,3.574792082549803
167,-1.5167054807068656,4.110165836734119
168,-1.5167054807068656,4.110165836734119
169,-3.1378529878136145,4.036813553085341
