index,x,y
0,0.3780877044552091,1.463740382819218
1,-1.29007482033934,0.5367011324163592
2,0.7323974998562286,-0.4870501182367479
3,0.5962099873328294,-0.8910958542576998
4,-1.601302391079669,-1.6366137433372676
5,-1.0770889873687306,-0.9912372672078563
6,1.1255851115402133,2.0292037668227207
7,1.1509905483720622,0.7150128463239477
8,0.4145099020304171,1.0525262993059556
9,-1.1608187805592451,-0.6132252444186356
10,4.993004364482381,5.0446177173584
11,6.587971155690148,8.029253743247196
12,6.0722034046623055,5.527137426605897
13,5.43963494085111,7.108148348628779
14,4.747205192352295,4.266814710660589
15,6.06432708698578,4.494364505740753
16,6.867233146583011,5.568573445882249
17,7.20148320864092,6.057002369714779
18,4.966745087163015,7.609560306211314
19,5.937946235108503,5.752996713004254
